po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,lead_time_days,delivery_date_missing_flag,price_diff,defect_rate,quantity_outlier,unit_price_outlier,price_diff_outlier,defect_rate_outlier,any_outlier
PO-00160,Epsilon_Group,2023-03-22,2023-04-09,Electronics,Partially Delivered,1106,97.77,90.45,31.0,Yes,18.0,0,7.319999999999993,0.02802893309222423,False,False,False,False,False
PO-00161,Delta_Logistics,2022-06-11,2022-06-24,Office Supplies,Pending,1121,42.38,38.34,152.0,Yes,13.0,0,4.039999999999999,0.13559322033898305,False,False,False,False,False
PO-00162,Alpha_Inc,2023-04-10,2023-04-21,Office Supplies,Delivered,552,60.48,56.78,10.0,Yes,11.0,0,3.6999999999999957,0.018115942028985508,False,False,False,False,False
PO-00163,Gamma_Co,2022-01-04,2022-01-12,Packaging,Delivered,456,80.53,77.86,26.0,Yes,8.0,0,2.6700000000000017,0.05701754385964912,False,False,False,False,False
PO-00164,Delta_Logistics,2022-09-27,2022-10-05,Packaging,Delivered,1647,47.52,44.92,0.0,Yes,8.0,0,2.6000000000000014,0.0,False,False,False,False,False
PO-00165,Epsilon_Group,2023-05-28,2023-06-11,Electronics,Pending,1801,71.27,61.24,43.0,Yes,14.0,0,10.029999999999994,0.02387562465297057,False,False,False,False,False
PO-00166,Gamma_Co,2022-07-02,2022-07-18,Electronics,Delivered,854,90.24,85.53,0.0,Yes,16.0,0,4.709999999999994,0.0,False,False,False,False,False
PO-00167,Delta_Logistics,2023-06-04,2023-06-17,Electronics,Delivered,148,103.57,98.62,23.0,No,13.0,0,4.949999999999989,0.1554054054054054,False,False,False,False,False
PO-00168,Delta_Logistics,2022-04-19,2022-04-24,MRO,Delivered,733,23.59,22.85,92.0,Yes,5.0,0,0.7399999999999984,0.12551159618008187,False,False,False,False,False
PO-00169,Beta_Supplies,2023-10-03,2023-10-05,Raw Materials,Delivered,1945,103.2,88.56,0.0,Yes,2.0,0,14.64,0.0,False,False,True,False,True
PO-00170,Gamma_Co,2022-11-02,2022-11-21,Raw Materials,Delivered,775,57.0,49.14,48.0,Yes,19.0,0,7.859999999999999,0.06193548387096774,False,False,False,False,False
PO-00171,Delta_Logistics,2023-10-17,2023-10-21,Packaging,Delivered,1620,36.73,33.45,235.0,No,4.0,0,3.279999999999994,0.14506172839506173,False,False,False,False,False
PO-00172,Beta_Supplies,2023-06-04,2023-06-19,Office Supplies,Delivered,1010,55.68,50.86,0.0,Yes,15.0,0,4.82,0.0,False,False,False,False,False
PO-00173,Epsilon_Group,2023-09-16,2023-10-01,Office Supplies,Delivered,1812,108.02,101.02,51.0,Yes,15.0,0,7.0,0.028145695364238412,False,False,False,False,False
PO-00174,Delta_Logistics,2022-07-23,2022-07-28,Office Supplies,Delivered,662,55.97,50.0,100.0,Yes,5.0,0,5.969999999999999,0.1510574018126888,False,False,False,False,False
PO-00175,Beta_Supplies,2022-06-06,2022-06-11,Office Supplies,Pending,1535,40.58,38.71,165.0,Yes,5.0,0,1.8699999999999974,0.10749185667752444,False,False,False,False,False
PO-00176,Beta_Supplies,2023-01-18,2023-01-27,Raw Materials,Delivered,692,71.03,67.74,70.0,Yes,9.0,0,3.2900000000000063,0.10115606936416185,False,False,False,False,False
PO-00177,Gamma_Co,2022-06-15,2022-06-28,MRO,Delivered,1842,32.4,28.08,96.0,Yes,13.0,0,4.32,0.05211726384364821,False,False,False,False,False
PO-00178,Beta_Supplies,2023-07-07,2023-07-18,Office Supplies,Cancelled,1078,18.34,17.41,102.0,Yes,11.0,0,0.9299999999999997,0.09461966604823747,False,False,False,False,False
PO-00179,Delta_Logistics,2023-06-28,2023-07-16,Packaging,Delivered,1291,23.44,22.23,0.0,Yes,18.0,0,1.2100000000000009,0.0,False,False,False,False,False
PO-00180,Alpha_Inc,2022-01-01,2022-01-12,Electronics,Delivered,552,21.52,18.79,13.0,Yes,11.0,0,2.7300000000000004,0.02355072463768116,False,False,False,False,False
PO-00181,Epsilon_Group,2023-09-06,2023-09-22,Electronics,Delivered,816,26.04,25.61,28.0,Yes,16.0,0,0.4299999999999997,0.03431372549019608,False,False,False,False,False
PO-00182,Delta_Logistics,2022-11-28,2022-11-30,Packaging,Delivered,447,23.62,21.81,50.0,Yes,2.0,0,1.8100000000000023,0.11185682326621924,False,False,False,False,False
PO-00183,Delta_Logistics,2023-05-16,2023-05-24,Packaging,Partially Delivered,920,73.09,70.14,0.0,Yes,8.0,0,2.950000000000003,0.0,False,False,False,False,False
PO-00184,Epsilon_Group,2022-01-20,2022-01-30,Packaging,Partially Delivered,844,26.37,25.08,38.0,Yes,10.0,0,1.2900000000000027,0.045023696682464455,False,False,False,False,False
PO-00185,Epsilon_Group,2022-04-25,2022-05-06,MRO,Delivered,442,41.73,36.45,15.0,Yes,11.0,1,5.279999999999994,0.033936651583710405,False,False,False,False,False
PO-00186,Beta_Supplies,2023-01-07,2023-01-21,Electronics,Cancelled,256,96.15,83.44,26.0,Yes,14.0,0,12.710000000000008,0.1015625,False,False,False,False,False
PO-00188,Beta_Supplies,2022-09-03,2022-09-07,Office Supplies,Delivered,1931,72.88,64.69,187.0,Yes,4.0,0,8.189999999999998,0.09684101501812532,False,False,False,False,False
PO-00189,Gamma_Co,2022-03-01,2022-03-11,Electronics,Delivered,1627,25.76,25.09,74.0,Yes,10.0,0,0.6700000000000017,0.04548248309772587,False,False,False,False,False
PO-00190,Beta_Supplies,2022-09-04,2022-09-16,Packaging,Delivered,941,28.4,27.21,0.0,No,12.0,1,1.1899999999999977,0.0,False,False,False,False,False
PO-00191,Gamma_Co,2023-08-04,2023-08-06,MRO,Delivered,1534,14.98,12.79,0.0,Yes,2.0,0,2.1900000000000013,0.0,False,False,False,False,False
PO-00192,Alpha_Inc,2022-03-22,2022-04-03,Raw Materials,Delivered,1764,25.46,24.52,46.0,Yes,12.0,0,0.9400000000000013,0.026077097505668934,False,False,False,False,False
PO-00193,Delta_Logistics,2022-03-29,2022-04-06,Electronics,Delivered,1648,35.42,31.46,0.0,No,8.0,0,3.960000000000001,0.0,False,False,False,False,False
PO-00194,Gamma_Co,2023-05-13,2023-06-01,Packaging,Delivered,913,28.01,24.06,53.0,Yes,19.0,0,3.950000000000003,0.05805038335158817,False,False,False,False,False
PO-00195,Alpha_Inc,2022-03-12,2022-03-18,Packaging,Cancelled,792,18.16,17.25,17.0,Yes,6.0,0,0.9100000000000001,0.021464646464646464,False,False,False,False,False
PO-00196,Epsilon_Group,2023-06-30,2023-07-03,Office Supplies,Partially Delivered,1314,22.63,21.06,44.0,Yes,3.0,0,1.5700000000000003,0.0334855403348554,False,False,False,False,False
PO-00197,Beta_Supplies,2022-05-09,2022-05-22,MRO,Delivered,613,52.5,45.19,70.0,Yes,13.0,0,7.310000000000002,0.11419249592169657,False,False,False,False,False
PO-00198,Alpha_Inc,2022-05-12,2022-05-20,Office Supplies,Delivered,1070,29.14,26.63,24.0,Yes,8.0,0,2.5100000000000016,0.022429906542056073,False,False,False,False,False
PO-00199,Gamma_Co,2023-11-07,2023-11-26,Raw Materials,Partially Delivered,145,47.49,42.76,6.0,Yes,19.0,0,4.730000000000004,0.041379310344827586,False,False,False,False,False
PO-00200,Delta_Logistics,2023-05-02,2023-05-17,Raw Materials,Delivered,1973,59.73,54.95,291.0,Yes,15.0,0,4.779999999999994,0.14749113025848962,False,False,False,False,False
PO-00201,Epsilon_Group,2023-07-17,2023-08-01,Office Supplies,Delivered,1807,78.63,73.08,100.0,Yes,15.0,0,5.549999999999997,0.05534034311012728,False,False,False,False,False
PO-00202,Epsilon_Group,2022-06-19,2022-06-20,Electronics,Delivered,534,13.88,12.51,100.0,Yes,1.0,0,1.370000000000001,0.18726591760299627,False,False,False,False,False
PO-00203,Alpha_Inc,2022-09-29,2022-10-14,Electronics,Delivered,1480,85.22,75.48,100.0,Yes,15.0,0,9.739999999999995,0.06756756756756757,False,False,False,False,False
PO-00204,Alpha_Inc,2023-06-25,2023-07-06,Office Supplies,Delivered,280,72.16,62.38,100.0,Yes,11.0,1,9.779999999999994,0.35714285714285715,False,False,False,True,True
PO-00205,Beta_Supplies,2023-09-14,2023-09-20,Office Supplies,Cancelled,798,19.09,17.76,100.0,Yes,6.0,0,1.3299999999999983,0.12531328320802004,False,False,False,False,False
PO-00206,Epsilon_Group,2023-03-10,2023-03-22,Electronics,Delivered,1728,94.83,90.2,100.0,Yes,12.0,0,4.6299999999999955,0.05787037037037037,False,False,False,False,False
PO-00207,Epsilon_Group,2022-08-05,2022-08-16,MRO,Delivered,1244,96.13,84.78,43.0,Yes,11.0,1,11.349999999999994,0.03456591639871383,False,False,False,False,False
PO-00208,Beta_Supplies,2023-07-07,2023-07-21,Office Supplies,Delivered,590,16.89,15.56,46.0,No,14.0,0,1.33,0.07796610169491526,False,False,False,False,False
PO-00209,Delta_Logistics,2023-12-08,2023-12-23,Packaging,Delivered,1109,38.93,33.33,152.0,Yes,15.0,0,5.600000000000001,0.13706041478809738,False,False,False,False,False
PO-00210,Beta_Supplies,2022-07-25,2022-08-01,MRO,Delivered,574,85.03,82.55,54.0,Yes,7.0,0,2.480000000000004,0.09407665505226481,False,False,False,False,False
PO-00211,Gamma_Co,2024-01-01,2024-01-11,Office Supplies,Delivered,1233,86.62,76.59,65.0,Yes,10.0,1,10.030000000000001,0.05271695052716951,False,False,False,False,False
PO-00212,Gamma_Co,2022-11-16,2022-11-20,Packaging,Delivered,1912,27.94,25.59,83.0,No,4.0,0,2.3500000000000014,0.043410041841004186,False,False,False,False,False
PO-00213,Alpha_Inc,2023-02-13,2023-03-04,Packaging,Delivered,1772,30.72,27.76,46.0,No,19.0,0,2.9599999999999973,0.025959367945823927,False,False,False,False,False
PO-00214,Beta_Supplies,2023-11-19,2023-11-29,Office Supplies,Delivered,1316,48.11,41.9,135.0,Yes,10.0,0,6.210000000000001,0.10258358662613981,False,False,False,False,False
PO-00215,Beta_Supplies,2023-10-28,2023-11-09,Office Supplies,Delivered,1159,59.24,58.08,0.0,Yes,12.0,1,1.1600000000000037,0.0,False,False,False,False,False
PO-00216,Alpha_Inc,2023-01-18,2023-01-31,Office Supplies,Delivered,1869,69.58,67.5,31.0,Yes,13.0,0,2.0799999999999983,0.01658640984483681,False,False,False,False,False
PO-00217,Delta_Logistics,2023-03-25,2023-04-13,Packaging,Delivered,627,46.23,42.87,0.0,Yes,19.0,0,3.3599999999999994,0.0,False,False,False,False,False
PO-00218,Beta_Supplies,2023-06-14,2023-06-16,Raw Materials,Pending,731,56.02,54.78,70.0,No,2.0,0,1.240000000000002,0.09575923392612859,False,False,False,False,False
PO-00220,Beta_Supplies,2022-05-04,2022-05-14,Office Supplies,Delivered,1647,13.57,12.33,157.0,Yes,10.0,0,1.2400000000000002,0.09532483302975106,False,False,False,False,False
PO-00221,Delta_Logistics,2022-09-11,2022-09-19,MRO,Delivered,1062,34.03,30.46,0.0,Yes,8.0,0,3.5700000000000003,0.0,False,False,False,False,False
PO-00222,Beta_Supplies,2022-08-19,2022-08-31,Office Supplies,Delivered,695,76.8,69.76,0.0,No,12.0,0,7.039999999999992,0.0,False,False,False,False,False
PO-00223,Epsilon_Group,2022-03-07,2022-03-14,MRO,Delivered,845,91.47,86.97,0.0,Yes,7.0,0,4.5,0.0,False,False,False,False,False
PO-00224,Gamma_Co,2022-12-13,2022-12-18,MRO,Delivered,1101,59.13,52.51,54.0,Yes,5.0,0,6.6200000000000045,0.04904632152588556,False,False,False,False,False
PO-00225,Gamma_Co,2022-01-22,2022-01-24,Raw Materials,Delivered,1693,57.89,49.84,88.0,Yes,2.0,0,8.049999999999997,0.05197873597164796,False,False,False,False,False
PO-00226,Delta_Logistics,2023-08-26,2023-09-10,Office Supplies,Cancelled,1629,21.51,19.41,250.0,No,15.0,0,2.1000000000000014,0.1534683855125844,False,False,False,False,False
PO-00227,Delta_Logistics,2023-07-22,2023-08-03,Raw Materials,Delivered,1413,54.79,50.42,0.0,Yes,12.0,0,4.369999999999997,0.0,False,False,False,False,False
PO-00228,Epsilon_Group,2022-08-24,2022-08-27,Packaging,Delivered,1871,59.96,58.54,47.0,Yes,3.0,0,1.4200000000000017,0.02512025654730091,False,False,False,False,False
PO-00229,Gamma_Co,2023-08-26,2023-09-05,Raw Materials,Delivered,1404,34.85,30.5,78.0,Yes,10.0,1,4.350000000000001,0.05555555555555555,False,False,False,False,False
PO-00230,Gamma_Co,2022-08-14,2022-08-28,Electronics,Delivered,1713,35.43,34.11,74.0,Yes,14.0,0,1.3200000000000003,0.04319906596614127,False,False,False,False,False
PO-00231,Gamma_Co,2022-01-08,2022-01-13,Electronics,Delivered,1579,43.96,43.41,74.0,Yes,5.0,0,0.5500000000000043,0.046865104496516784,False,False,False,False,False
PO-00232,Gamma_Co,2022-03-14,2022-03-26,Electronics,Delivered,1421,11.92,11.72,76.0,Yes,12.0,0,0.1999999999999993,0.05348346235045742,False,False,False,False,False
PO-00233,Epsilon_Group,2023-12-26,2024-01-04,MRO,Delivered,1546,43.47,37.37,53.0,Yes,9.0,0,6.100000000000001,0.03428201811125485,False,False,False,False,False
PO-00234,Delta_Logistics,2023-10-09,2023-10-18,Electronics,Delivered,1304,32.08,29.36,0.0,Yes,9.0,0,2.719999999999999,0.0,False,False,False,False,False
PO-00235,Delta_Logistics,2022-03-02,2022-03-13,Raw Materials,Delivered,239,39.87,35.47,32.0,Yes,11.0,1,4.399999999999999,0.13389121338912133,False,False,False,False,False
PO-00236,Alpha_Inc,2022-08-23,2022-09-03,Office Supplies,Delivered,1298,21.51,20.83,0.0,Yes,11.0,1,0.6800000000000033,0.0,False,False,False,False,False
PO-00237,Delta_Logistics,2022-03-11,2022-03-22,MRO,Delivered,1458,91.05,81.56,220.0,Yes,11.0,1,9.489999999999995,0.15089163237311384,False,False,False,False,False
PO-00238,Gamma_Co,2022-02-02,2022-02-13,MRO,Delivered,1450,63.74,59.11,71.0,Yes,11.0,0,4.630000000000003,0.04896551724137931,False,False,False,False,False
PO-00239,Beta_Supplies,2022-12-05,2022-12-20,Electronics,Delivered,1356,75.03,63.86,131.0,Yes,15.0,0,11.170000000000002,0.09660766961651918,False,False,False,False,False
PO-00240,Gamma_Co,2022-03-14,2022-03-24,Packaging,Delivered,682,81.84,71.86,40.0,Yes,10.0,1,9.980000000000004,0.05865102639296188,False,False,False,False,False
PO-00241,Gamma_Co,2023-06-11,2023-06-19,Packaging,Delivered,677,59.52,55.29,39.0,Yes,8.0,0,4.230000000000004,0.05760709010339734,False,False,False,False,False
PO-00242,Delta_Logistics,2022-09-01,2022-09-14,Office Supplies,Delivered,1022,18.54,16.55,150.0,Yes,13.0,0,1.9899999999999984,0.14677103718199608,False,False,False,False,False
PO-00243,Alpha_Inc,2022-10-13,2022-10-24,Raw Materials,Delivered,1818,60.96,57.13,41.0,Yes,11.0,1,3.8299999999999983,0.022552255225522552,False,False,False,False,False
PO-00244,Epsilon_Group,2023-11-17,2023-11-29,Electronics,Delivered,1332,69.73,63.8,41.0,Yes,12.0,0,5.930000000000007,0.03078078078078078,False,False,False,False,False
PO-00245,Beta_Supplies,2023-05-13,2023-05-26,Raw Materials,Delivered,1432,83.26,77.67,174.0,Yes,13.0,0,5.590000000000003,0.12150837988826815,False,False,False,False,False
PO-00246,Beta_Supplies,2022-08-08,2022-08-26,Packaging,Pending,759,50.56,46.47,63.0,No,18.0,0,4.090000000000003,0.08300395256916997,False,False,False,False,False
PO-00247,Alpha_Inc,2023-07-07,2023-07-19,Packaging,Delivered,1529,23.42,22.44,30.0,Yes,12.0,0,0.9800000000000004,0.01962066710268149,False,False,False,False,False
PO-00248,Gamma_Co,2022-05-16,2022-05-25,Electronics,Delivered,1484,36.25,31.8,61.0,Yes,9.0,0,4.449999999999999,0.04110512129380054,False,False,False,False,False
PO-00249,Epsilon_Group,2023-08-08,2023-08-20,Packaging,Delivered,698,46.73,45.61,15.0,Yes,12.0,0,1.1199999999999974,0.02148997134670487,False,False,False,False,False
PO-00250,Epsilon_Group,2023-08-14,2023-08-22,Packaging,Pending,367,74.61,71.36,13.0,Yes,8.0,0,3.25,0.035422343324250684,False,False,False,False,False
PO-00251,Epsilon_Group,2023-04-30,2023-05-20,Office Supplies,Partially Delivered,1750,65.97,58.34,50.0,Yes,20.0,0,7.6299999999999955,0.02857142857142857,False,False,False,False,False
PO-00252,Delta_Logistics,2022-09-06,2022-09-24,Office Supplies,Partially Delivered,1298,43.73,37.21,0.0,No,18.0,0,6.519999999999996,0.0,False,False,False,False,False
PO-00253,Gamma_Co,2023-04-30,2023-05-20,Packaging,Delivered,1892,106.2,96.37,93.0,Yes,20.0,0,9.829999999999998,0.04915433403805497,False,False,False,False,False
PO-00254,Beta_Supplies,2023-02-21,2023-02-24,Electronics,Delivered,1307,68.71,60.64,141.0,Yes,3.0,0,8.069999999999993,0.10788064269319052,False,False,False,False,False
PO-00255,Beta_Supplies,2022-07-14,2022-07-29,Electronics,Delivered,733,32.29,29.01,78.0,Yes,15.0,0,3.2799999999999976,0.10641200545702592,False,False,False,False,False
PO-00256,Gamma_Co,2022-04-07,2022-04-17,Packaging,Delivered,713,19.45,18.82,31.0,Yes,10.0,1,0.629999999999999,0.043478260869565216,False,False,False,False,False
PO-00257,Beta_Supplies,2022-04-10,2022-04-24,Packaging,Delivered,1900,24.11,23.45,188.0,Yes,14.0,0,0.6600000000000001,0.09894736842105263,False,False,False,False,False
PO-00258,Delta_Logistics,2023-11-06,2023-11-08,MRO,Cancelled,1447,35.67,35.07,224.0,No,2.0,0,0.6000000000000014,0.15480304077401522,False,False,False,False,False
PO-00259,Epsilon_Group,2023-03-18,2023-03-29,Office Supplies,Delivered,1745,26.17,22.25,55.0,Yes,11.0,1,3.9200000000000017,0.03151862464183381,False,False,False,False,False
PO-00260,Beta_Supplies,2022-12-29,2023-01-14,Office Supplies,Delivered,1681,28.26,26.62,143.0,Yes,16.0,0,1.6400000000000006,0.08506841165972635,False,False,False,False,False
PO-00261,Delta_Logistics,2023-03-10,2023-03-18,Electronics,Delivered,1545,38.15,36.96,214.0,Yes,8.0,0,1.1899999999999977,0.13851132686084142,False,False,False,False,False
PO-00262,Epsilon_Group,2023-02-25,2023-03-02,Raw Materials,Delivered,1306,27.27,25.96,39.0,Yes,5.0,0,1.3099999999999987,0.02986217457886677,False,False,False,False,False
PO-00263,Gamma_Co,2023-04-24,2023-05-06,Raw Materials,Delivered,1765,97.51,84.3,65.0,Yes,12.0,0,13.210000000000008,0.036827195467422094,False,False,False,False,False
PO-00264,Gamma_Co,2022-02-25,2022-03-15,Packaging,Cancelled,1186,17.31,16.0,64.0,Yes,18.0,0,1.3099999999999987,0.05396290050590219,False,False,False,False,False
PO-00265,Delta_Logistics,2023-11-21,2023-11-26,Packaging,Delivered,1903,63.5,56.09,254.0,Yes,5.0,0,7.409999999999997,0.13347346295323173,False,False,False,False,False
PO-00266,Delta_Logistics,2023-11-01,2023-11-05,MRO,Delivered,1570,52.1,47.87,0.0,No,4.0,0,4.230000000000004,0.0,False,False,False,False,False
PO-00267,Delta_Logistics,2023-10-24,2023-11-13,MRO,Delivered,491,108.75,93.35,0.0,No,20.0,0,15.400000000000006,0.0,False,False,True,False,True
PO-00268,Beta_Supplies,2022-04-11,2022-04-20,Electronics,Partially Delivered,613,20.38,20.17,58.0,Yes,9.0,0,0.2099999999999973,0.09461663947797716,False,False,False,False,False
PO-00269,Gamma_Co,2022-03-04,2022-03-16,Raw Materials,Partially Delivered,1341,46.27,43.94,63.0,Yes,12.0,0,2.3300000000000054,0.04697986577181208,False,False,False,False,False
PO-00270,Beta_Supplies,2023-02-17,2023-03-04,MRO,Partially Delivered,1583,103.57,89.38,164.0,Yes,15.0,0,14.189999999999998,0.10360075805432722,False,False,True,False,True
PO-00272,Epsilon_Group,2022-04-22,2022-04-26,MRO,Delivered,1459,84.79,82.72,47.0,Yes,4.0,0,2.0700000000000074,0.03221384509938314,False,False,False,False,False
PO-00273,Delta_Logistics,2022-09-12,2022-09-23,Office Supplies,Delivered,1460,34.54,31.87,208.0,No,11.0,1,2.669999999999998,0.14246575342465753,False,False,False,False,False
PO-00274,Beta_Supplies,2022-07-16,2022-07-28,Packaging,Partially Delivered,1186,26.14,24.78,112.0,Yes,12.0,0,1.3599999999999994,0.09443507588532883,False,False,False,False,False
PO-00275,Epsilon_Group,2022-07-14,2022-07-23,MRO,Pending,1686,72.28,65.21,53.0,Yes,9.0,0,7.070000000000007,0.03143534994068802,False,False,False,False,False
PO-00276,Alpha_Inc,2023-07-04,2023-07-08,MRO,Delivered,1698,102.07,100.69,28.0,Yes,4.0,0,1.3799999999999955,0.016489988221436984,False,False,False,False,False
PO-00277,Epsilon_Group,2023-04-05,2023-04-16,Electronics,Delivered,1001,64.62,55.7,32.0,Yes,11.0,1,8.920000000000002,0.03196803196803197,False,False,False,False,False
PO-00278,Alpha_Inc,2022-05-24,2022-05-27,Office Supplies,Delivered,1154,62.67,54.11,25.0,Yes,3.0,0,8.560000000000002,0.021663778162911613,False,False,False,False,False
PO-00279,Alpha_Inc,2023-03-09,2023-03-29,Packaging,Cancelled,748,37.66,32.71,0.0,No,20.0,0,4.949999999999996,0.0,False,False,False,False,False
PO-00280,Alpha_Inc,2022-07-07,2022-07-18,Office Supplies,Delivered,162,81.63,78.76,2.0,Yes,11.0,1,2.8699999999999903,0.012345679012345678,False,False,False,False,False
PO-00281,Alpha_Inc,2022-10-13,2022-10-24,Packaging,Delivered,51,28.04,24.13,0.0,Yes,11.0,0,3.91,0.0,False,False,False,False,False
PO-00282,Delta_Logistics,2023-04-19,2023-04-24,Office Supplies,Delivered,691,42.07,39.1,106.0,Yes,5.0,0,2.969999999999999,0.15340086830680175,False,False,False,False,False
PO-00283,Beta_Supplies,2022-09-13,2022-09-20,Office Supplies,Delivered,269,50.22,45.75,32.0,No,7.0,0,4.469999999999999,0.11895910780669144,False,False,False,False,False
PO-00284,Beta_Supplies,2022-03-19,2022-04-06,Electronics,Pending,1639,56.24,55.4,147.0,Yes,18.0,0,0.8400000000000034,0.0896888346552776,False,False,False,False,False
PO-00285,Alpha_Inc,2023-03-30,2023-04-06,Raw Materials,Delivered,904,34.04,30.06,26.0,Yes,7.0,0,3.9800000000000004,0.028761061946902654,False,False,False,False,False
PO-00286,Beta_Supplies,2023-07-18,2023-07-26,Office Supplies,Delivered,1809,22.17,19.65,0.0,Yes,8.0,0,2.520000000000003,0.0,False,False,False,False,False
PO-00287,Alpha_Inc,2022-04-11,2022-04-16,Packaging,Delivered,1298,65.93,58.95,0.0,Yes,5.0,0,6.980000000000004,0.0,False,False,False,False,False
PO-00288,Beta_Supplies,2022-02-21,2022-03-13,Packaging,Delivered,434,36.16,34.79,41.0,Yes,20.0,0,1.3699999999999974,0.0944700460829493,False,False,False,False,False
PO-00289,Epsilon_Group,2023-10-30,2023-11-04,Electronics,Delivered,1476,68.85,65.28,43.0,Yes,5.0,0,3.569999999999993,0.029132791327913278,False,False,False,False,False
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,6.0,0,5.619999999999997,0.040731504571903575,False,False,False,False,False
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,0.0,Yes,1.0,0,6.579999999999998,0.0,False,False,False,False,False
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,12.0,0,2.119999999999999,0.035856573705179286,False,False,False,False,False
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,8.0,0,5.019999999999996,0.025673940949935817,False,False,False,False,False
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,1.0,0,0.9600000000000009,0.16160458452722062,False,False,False,False,False
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,2.0,0,1.1600000000000001,0.16545148625911385,False,False,False,False,False
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0.0,Yes,14.0,0,13.719999999999999,0.0,False,False,False,False,False
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0.0,Yes,3.0,0,5.130000000000003,0.0,False,False,False,False,False
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,12.0,0,7.480000000000004,0.03502824858757062,False,False,False,False,False
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,4.0,0,3.1000000000000014,0.03505291005291005,False,False,False,False,False
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0.0,No,8.0,0,5.480000000000004,0.0,False,False,False,False,False
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,17.0,0,7.689999999999998,0.023255813953488372,False,False,False,False,False
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,1.0,0,5.969999999999999,0.02,False,False,False,False,False
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,16.0,0,5.530000000000001,0.05514705882352941,False,False,False,False,False
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,14.0,0,5.93,0.02040816326530612,False,False,False,False,False
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,16.0,0,12.52000000000001,0.06382978723404255,False,False,False,False,False
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0.0,Yes,15.0,0,4.890000000000001,0.0,False,False,False,False,False
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,3.0,0,3.6999999999999886,0.031082529474812434,False,False,False,False,False
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,5.0,0,1.2100000000000009,0.1503267973856209,False,False,False,False,False
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0.0,Yes,9.0,0,12.14,0.0,False,False,False,False,False
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0.0,Yes,19.0,0,3.3599999999999994,0.0,False,False,False,False,False
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,11.0,0,2.8099999999999987,0.02070707070707071,False,False,False,False,False
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,20.0,0,2.2600000000000016,0.03598484848484849,False,False,False,False,False
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0.0,Yes,15.0,0,9.240000000000009,0.0,False,False,False,False,False
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0.0,Yes,14.0,0,6.399999999999999,0.0,False,False,False,False,False
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,4.0,0,6.77000000000001,0.1094224924012158,False,False,False,False,False
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,18.0,0,1.3599999999999994,0.029042386185243328,False,False,False,False,False
